"YYYY","MM","DD","ATMP","WTMP"
"6776",2008,10,13,27.8,28.2
"6800",2008,10,14,27.8,28.2
"6824",2008,10,15,26.7,27.9
"6848",2008,10,16,26.4,27.7
"6872",2008,10,17,26.7,27.3
"6896",2008,10,18,26.2,27.9
"6920",2008,10,19,23.9,27.9
"6944",2008,10,20,26.1,27.8
"6968",2008,10,21,25.5,27.8
"6992",2008,10,22,26.6,26.5
"7016",2008,10,23,26.1,27.3
"7040",2008,10,24,26.2,27.5
"7064",2008,10,25,27.2,27.5
"7088",2008,10,26,25.5,27.5
"7112",2008,10,27,23.1,26.5
"7136",2008,10,28,15.8,25.9
"7160",2008,10,29,15.1,26.2
"7184",2008,10,30,18.3,26
"7208",2008,10,31,24.6,26.1
"72321",2008,11,1,20.5,25.1
"72561",2008,11,2,21.5,26.1
"72801",2008,11,3,21.6,26
"73041",2008,11,4,20.4,26.2
"73281",2008,11,5,19.3,26.1
"73521",2008,11,6,20.1,26.1
"73711",2008,11,7,24.6,23.6
"73951",2008,11,8,25.4,25.9
"74191",2008,11,9,21.7,25.5
"74431",2008,11,10,20.8,25.8
"74671",2008,11,11,25.3,25.8
"7491",2008,11,12,25.9,26
"7515",2008,11,13,26,25.9
"7539",2008,11,14,26,26
"7563",2008,11,15,26.3,26.1
"75871",2008,11,16,18.8,25.6
"7610",2008,11,17,15.1,25.4
"7634",2008,11,18,16.4,25.4
"7658",2008,11,19,13.9,25.1
"7682",2008,11,20,16.5,24.5
"7706",2008,11,21,17.4,24.8
"7730",2008,11,22,21.1,23.9
"7754",2008,11,23,21.7,24.2
"7778",2008,11,24,22.3,24.4
"7802",2008,11,25,20.3,24.5
"7826",2008,11,26,18,24.7
"7850",2008,11,27,19.3,24.7
"7874",2008,11,28,21.2,24.6
"7898",2008,11,29,22.4,24.6
"7922",2008,11,30,23.3,24.8
"7946",2008,12,1,22.8,24.5
"7970",2008,12,2,21.7,24.6
"7994",2008,12,3,13.7,23.7
"8018",2008,12,4,21.9,24.1
"8042",2008,12,5,23,24.2
"8066",2008,12,6,23.5,23.8
"8090",2008,12,7,21.4,23.9
"8114",2008,12,8,21.4,23.6
"8138",2008,12,9,23.5,23.6
"8162",2008,12,10,24.3,23.8
"8186",2008,12,11,24.9,24.2
"8210",2008,12,12,21.5,23.6
"8234",2008,12,13,15.3,23.9
"8258",2008,12,14,22.8,24.3
"8282",2008,12,15,23.9,24
"8306",2008,12,16,24.1,24.9
"8330",2008,12,17,23.6,24.9
"8354",2008,12,18,22.5,24.4
"8378",2008,12,19,22.7,24.1
"8402",2008,12,20,23.1,24.5
"8426",2008,12,21,23.1,24.3
"8450",2008,12,22,19.3,23.8
"8474",2008,12,23,22.2,23.1
"8498",2008,12,24,23.4,23.6
"8522",2008,12,25,23.4,23.8
"8546",2008,12,26,23.6,23.7
"8570",2008,12,27,23.6,24
"8594",2008,12,28,23.5,24
"8618",2008,12,29,23.6,24
"8642",2008,12,30,20.8,24
"8666",2008,12,31,21.4,24
"1410",2009,1,1,19.7,23.6
"3810",2009,1,2,21.9,23.7
"6210",2009,1,3,21.9,23.8
"8610",2009,1,4,23.1,23.7
"11010",2009,1,5,23.2,23.5
"1349",2009,1,6,23.3,23.4
"1589",2009,1,7,24.2,24
"1829",2009,1,8,18.8,23.6
"2069",2009,1,9,18.6,23.1
"2309",2009,1,10,22.1,23.3
"2549",2009,1,11,23.4,23.8
"2789",2009,1,12,21.7,23.9
"3029",2009,1,13,24.4,24.1
"3269",2009,1,14,14.6,23
"3509",2009,1,15,16.2,22.4
"3749",2009,1,16,16.2,22.4
"39810",2009,1,17,14.5,21.7
"4229",2009,1,18,20.9,22.1
"4469",2009,1,19,19.5,22.3
"47010",2009,1,20,21.4,22.2
"49410",2009,1,21,8.4,21.2
"51810",2009,1,22,9.8,20.5
"54210",2009,1,23,15,20.9
"56610",2009,1,24,17.4,21.4
"59010",2009,1,25,18.9,21.1
"61410",2009,1,26,21.2,21.3
"63810",2009,1,27,22.2,21.8
"66210",2009,1,28,22.7,22.5
"68610",2009,1,29,23.3,22.4
"71010",2009,1,30,22.8,22.2
"73410",2009,1,31,11.1,21
"75810",2009,2,1,18.7,21.5
"7828",2009,2,2,21.6,21.7
"8068",2009,2,3,18.2,22.1
"8308",2009,2,4,13.1,20.8
"8547",2009,2,5,5.2,20.3
"8787",2009,2,6,10.4,20.3
"9027",2009,2,7,19,20.9
"9267",2009,2,8,20.4,21.6
"9507",2009,2,9,20.4,21.8
"9746",2009,2,10,21.8,22.7
"9986",2009,2,11,22.4,22.9
"10225",2009,2,12,22.8,22.9
"10465",2009,2,13,20.7,22.8
"10705",2009,2,14,21.4,23.3
"10945",2009,2,15,21.1,23.5
"11185",2009,2,16,20.6,23.4
"11425",2009,2,17,17.9,22.5
"11665",2009,2,18,19.7,23.2
"11905",2009,2,19,22.3,23
"12145",2009,2,20,16.1,22.2
"12385",2009,2,21,19.2,22.3
"12625",2009,2,22,22,22.3
"12865",2009,2,23,22.1,22.3
"13105",2009,2,24,20.9,22.6
"13345",2009,2,25,19.8,21.9
"13585",2009,2,26,20.5,22.8
"13825",2009,2,27,21.4,22.3
"14065",2009,2,28,21.7,22.9
"14305",2009,3,1,23,23.1
"14545",2009,3,2,10.9,21.7
"14785",2009,3,3,11,20.9
"15025",2009,3,4,14.2,21
"15265",2009,3,5,19.3,22.1
"15505",2009,3,6,20.5,22.5
"15745",2009,3,7,21.1,22.3
"15985",2009,3,8,21.9,22.4
"16225",2009,3,9,22.2,23.1
"16465",2009,3,10,22,22.8
"16705",2009,3,11,21.8,22.6
"16945",2009,3,12,22.3,23.7
"17185",2009,3,13,22.5,23.4
"17425",2009,3,14,23.2,23.3
"17665",2009,3,15,23.6,23.8
"17905",2009,3,16,23.4,23.7
"18145",2009,3,17,22.3,23.9
"18385",2009,3,18,22.1,24.4
"18625",2009,3,19,22.9,24.5
"18866",2009,3,20,21.6,24.5
"19106",2009,3,21,22.7,24.8
"19346",2009,3,22,21.3,24.2
"19586",2009,3,23,21.3,24.1
"19826",2009,3,24,21.7,24.4
"20066",2009,3,25,21.9,23.9
"20306",2009,3,26,21.2,24.1
"20546",2009,3,27,22.9,24.2
"20786",2009,3,28,24.2,24.4
"21026",2009,3,29,24.9,24.8
"21266",2009,3,30,21,24.5
"21506",2009,3,31,24.8,25.1
"21745",2009,4,1,24.5,25
"21985",2009,4,2,24.7,25
"22225",2009,4,3,25.1,24.9
"22465",2009,4,4,24.9,25
"22705",2009,4,5,25.1,24.6
"22945",2009,4,6,25.4,25.2
"23185",2009,4,7,19.2,24.5
"23425",2009,4,8,15.7,23
"23665",2009,4,9,18.3,23.8
"23905",2009,4,10,23.6,24.2
"24145",2009,4,11,24.7,24.3
"24385",2009,4,12,23.4,23.8
"24625",2009,4,13,25,24.6
"24865",2009,4,14,25,24.7
"25105",2009,4,15,24.8,25
"25345",2009,4,16,21.7,24.9
"25585",2009,4,17,23.9,25.1
"25825",2009,4,18,22.8,24.5
"26065",2009,4,19,23.2,24.8
"26305",2009,4,20,24.4,24.9
"26545",2009,4,21,24.9,25
"26785",2009,4,22,20.2,24.6
"27025",2009,4,23,24.2,24.8
"27265",2009,4,24,23.9,24.8
"27505",2009,4,25,23.5,24.7
"27745",2009,4,26,23.6,24.7
"27985",2009,4,27,23.9,24.7
"28225",2009,4,28,23.7,24.6
"28465",2009,4,29,24,24.7
"28705",2009,4,30,23.8,25
"28945",2009,5,1,23.9,25.2
"29184",2009,5,2,24.5,25.3
"29424",2009,5,3,24.7,25.6
"29664",2009,5,4,24.8,25.6
"29904",2009,5,5,24.8,25.7
"30144",2009,5,6,24.7,25.7
"30384",2009,5,7,25.2,25.6
"30624",2009,5,8,25.4,25.8
"30864",2009,5,9,26,25.4
"31104",2009,5,10,25.9,25.6
"31344",2009,5,11,26.1,26.1
"31584",2009,5,12,26,26
"31824",2009,5,13,26.3,26.6
"32064",2009,5,14,25.9,26.7
"32304",2009,5,15,26,26.9
"32544",2009,5,16,25.9,26.7
"32784",2009,5,17,25.6,26.6
"33024",2009,5,18,26,26.6
"33264",2009,5,19,23.3,26.4
"33504",2009,5,20,25.2,26.6
"33744",2009,5,21,26.2,26.7
"33984",2009,5,22,26,26.9
"34224",2009,5,23,26,26.9
"34464",2009,5,24,26.6,26.9
"34931",2009,5,26,26.8,27.2
"35171",2009,5,27,26.9,27.5
"35411",2009,5,28,27,27.6
"35651",2009,5,29,27,27.3
"35891",2009,5,30,26.8,26.8
"36131",2009,5,31,25.2,27.6
"36371",2009,6,1,26.8,27.4
"36611",2009,6,2,27,27.7
"36851",2009,6,3,27.1,27.5
"37091",2009,6,4,27.3,27.7
"37331",2009,6,5,26.6,27.6
"37571",2009,6,6,27,27.9
"37811",2009,6,7,26.7,28.2
"38051",2009,6,8,26.9,27.9
"38291",2009,6,9,26.4,28
"38531",2009,6,10,27.5,28.2
"38771",2009,6,11,27.2,28.5
"39011",2009,6,12,27.6,28.2
"39251",2009,6,13,27.9,28.5
"39491",2009,6,14,28.2,28.7
"39731",2009,6,15,28.4,29
"39971",2009,6,16,28.1,28.8
"40211",2009,6,17,26.7,29
"40451",2009,6,18,28.4,29.4
"40691",2009,6,19,28.3,29.4
"40931",2009,6,20,28.3,29.2
"41171",2009,6,21,28.8,29
"41411",2009,6,22,28.9,28.8
"41651",2009,6,23,29.2,27.9
"41891",2009,6,24,25.4,27.9
"42131",2009,6,25,27.9,28.3
"42371",2009,6,26,28.1,28.1
"42611",2009,6,27,28.6,28
"42851",2009,6,28,28.4,28.5
"43091",2009,6,29,28.3,28.6
"43331",2009,6,30,28.4,28.4
"43571",2009,7,1,28.3,27.9
"43811",2009,7,2,28.6,28.3
"44051",2009,7,3,28.7,28.6
"44291",2009,7,4,27.6,29.3
"44531",2009,7,5,28.8,29.2
"44771",2009,7,6,28.3,29.4
"45011",2009,7,7,28.8,28.8
"45251",2009,7,8,28.6,29.3
"45491",2009,7,9,29.1,29.8
"45731",2009,7,10,28.8,30
"45971",2009,7,11,29,29.6
"46211",2009,7,12,28.4,29.5
"46451",2009,7,13,27.9,30
"46691",2009,7,14,28.8,29.9
"46931",2009,7,15,29,29.6
"4716",2009,7,16,28.8,29.6
"4740",2009,7,17,28.9,29.7
"4764",2009,7,18,29.1,30
"4788",2009,7,19,29.2,30
"4812",2009,7,20,28.4,29.4
"4836",2009,7,21,28.4,29.2
"4860",2009,7,22,28.6,29.4
"4884",2009,7,23,29.3,29.6
"4908",2009,7,24,29.2,30
"4932",2009,7,25,29.5,30.1
"4956",2009,7,26,29.1,29.9
"4980",2009,7,27,29.2,30.1
"5004",2009,7,28,25.5,29.8
"5028",2009,7,29,29,29.9
"5052",2009,7,30,29.5,29.9
"5076",2009,7,31,29,29.9
"5100",2009,8,1,29,30.1
"5124",2009,8,2,29.1,30.2
"5148",2009,8,3,28.9,30.2
"5172",2009,8,4,29.1,30.1
"5196",2009,8,5,29.3,30
"5220",2009,8,6,29.4,30
"5244",2009,8,7,29.1,29.9
"5268",2009,8,8,29.1,30.2
"5292",2009,8,9,29.2,30.3
"5316",2009,8,10,29,30.3
"5340",2009,8,11,28.5,30.1
"5364",2009,8,12,28.2,30.1
"5388",2009,8,13,27.5,30.2
"5412",2009,8,14,29.2,30.3
"5436",2009,8,15,25.6,30.2
"5459",2009,8,16,28.9,29.9
"5483",2009,8,17,29,29.7
"5507",2009,8,18,29.1,29.7
"5531",2009,8,19,28.3,29.7
"5555",2009,8,20,28.8,29.8
"5579",2009,8,21,29,29.8
"5603",2009,8,22,29,29.9
"5627",2009,8,23,28.9,30.1
"5651",2009,8,24,29.1,30.1
"5675",2009,8,25,29.1,30.1
"5699",2009,8,26,29.2,30.2
"5723",2009,8,27,29,30.1
"5747",2009,8,28,28.9,30.3
"5771",2009,8,29,29.4,30.2
"5795",2009,8,30,28.6,30.2
"5819",2009,8,31,27.6,30.4
"5843",2009,9,1,29.4,30.5
"5867",2009,9,2,28.1,30.4
"5891",2009,9,3,28.8,30.3
"5915",2009,9,4,29.1,30.4
"5939",2009,9,5,29.3,30.4
"5963",2009,9,6,27.8,30.3
"5987",2009,9,7,28.1,30.2
"6011",2009,9,8,28.8,30.2
"6035",2009,9,9,26.9,30.1
"6059",2009,9,10,27.2,30.1
"6083",2009,9,11,28.2,30.3
"6107",2009,9,12,28.7,30.1
"6131",2009,9,13,28.3,30
"6155",2009,9,14,27.9,29.7
"6179",2009,9,15,27.8,30
"6203",2009,9,16,28.9,30.2
"6227",2009,9,17,29,30.3
"6251",2009,9,18,28.4,30.3
"6275",2009,9,19,28.1,30.1
"6299",2009,9,20,28.7,30.3
"6323",2009,9,21,28.9,30.1
"6347",2009,9,22,29,30.1
"6371",2009,9,23,28.9,30
"6395",2009,9,24,28.9,29.8
"6419",2009,9,25,28.9,30
"6443",2009,9,26,28.9,30
"6467",2009,9,27,28.8,30
"6490",2009,9,28,28.5,29.6
"65081",2009,10,28,28,28.4
"65321",2009,10,29,27.8,28.4
"65561",2009,10,30,27.7,28.5
"6579",2009,10,31,27.3,28.3
"6603",2009,11,1,27,28.4
"66271",2009,11,2,26.8,28.4
"6651",2009,11,3,26.1,28.2
"6675",2009,11,4,26.6,28.2
"6699",2009,11,5,26.3,27.8
"6723",2009,11,6,25.5,27.1
"6747",2009,11,7,25.5,26.7
"6771",2009,11,8,26.1,27.4
"6795",2009,11,9,26.4,27.2
"6819",2009,11,10,26.4,27.3
"6843",2009,11,11,26.2,27.3
"68671",2009,11,12,22.6,27.1
"6891",2009,11,13,16.4,25.7
"6915",2009,11,14,18.9,24.7
"6939",2009,11,15,20.1,26.6
"6962",2009,11,16,20.9,26.6
"6986",2009,11,17,21.7,26.1
"7010",2009,11,18,23.1,26.6
"7034",2009,11,19,22.5,26.5
"7058",2009,11,20,23.4,26.5
"7082",2009,11,21,25.7,26.5
"71061",2009,11,22,25.8,26.7
"7130",2009,11,23,26,26.5
"7153",2009,11,24,25.9,26.8
"7177",2009,11,25,26.6,26.7
"7201",2009,11,26,23.5,26.4
"7225",2009,11,27,15.8,25.1
"7249",2009,11,28,14.7,25.6
"7273",2009,11,29,21.3,26.3
"7297",2009,11,30,24.4,26.7
"7321",2009,12,1,24.7,26.4
"73451",2009,12,2,26,26.3
"7369",2009,12,3,26.8,26.3
"7393",2009,12,4,26.7,26.4
"7417",2009,12,5,26.4,26.3
"7441",2009,12,6,16.8,25.6
"7465",2009,12,7,21.7,25.1
"74891",2009,12,8,25.9,25.3
"75131",2009,12,9,26.1,25.4
"75371",2009,12,10,25.9,25.4
"75611",2009,12,11,22.5,25.4
"75851",2009,12,12,25.6,25.5
"76091",2009,12,13,26,25.6
"76331",2009,12,14,25.9,25.5
"76571",2009,12,15,26.1,26.1
"7681",2009,12,16,24.7,26
"7705",2009,12,17,25.5,25.9
"77281",2009,12,18,24.9,25.7
"77521",2009,12,19,20.3,24.8
"77761",2009,12,20,16.7,23.6
"78001",2009,12,21,12.7,21.8
"78242",2009,12,22,16,23.2
"78481",2009,12,23,22.3,23.8
"78721",2009,12,24,23.5,24
"78961",2009,12,25,24.8,24.5
"79201",2009,12,26,18.5,24.1
"79441",2009,12,27,17.6,23.9
"7967",2009,12,28,21.4,24.2
"7991",2009,12,29,11.3,23.4
"8015",2009,12,30,17.5,23.5
"8039",2009,12,31,23.9,23.8
"1411",2010,1,1,23.8,23.9
"3811",2010,1,2,11.4,22
"6211",2010,1,3,11.8,23.1
"8611",2010,1,4,9,23
"107",2010,1,5,12.1,22.9
"131",2010,1,6,7.1,22.2
"155",2010,1,7,9,19.4
"179",2010,1,8,15.3,23.2
"203",2010,1,9,12.1,22.7
"227",2010,1,10,3.5,16
"275",2010,1,12,7.2,20.1
"299",2010,1,13,9.3,22.3
"323",2010,1,14,13.8,22.4
"347",2010,1,15,22.3,23
"371",2010,1,16,23.1,23
"395",2010,1,17,24,23
"419",2010,1,18,18.3,22.7
"443",2010,1,19,15.8,22.3
"467",2010,1,20,18.3,22.8
"491",2010,1,21,23.8,22.9
"514",2010,1,22,23.9,22.9
"538",2010,1,23,22.7,23.5
"562",2010,1,24,24,23.9
"586",2010,1,25,24.8,23.8
"610",2010,1,26,15.1,22.6
"634",2010,1,27,16.4,22.7
"658",2010,1,28,21.4,23.8
"682",2010,1,29,22.3,23.6
"706",2010,1,30,23.8,23.5
"730",2010,1,31,24.3,24.1
"754",2010,2,1,23,24.2
"778",2010,2,2,24.1,24.1
"802",2010,2,3,18.7,23.8
"826",2010,2,4,22.6,23.4
"850",2010,2,5,24.2,24.1
"874",2010,2,6,20.6,23.7
"898",2010,2,7,15.6,22.6
"922",2010,2,8,13.8,21.9
"946",2010,2,9,21.7,22.2
"969",2010,2,10,16.2,21.7
"993",2010,2,11,9.6,19.9
"1017",2010,2,12,20.2,21.9
"1041",2010,2,13,13.3,20.8
"1065",2010,2,14,8.8,20.8
"1089",2010,2,15,15.1,21.4
"1113",2010,2,16,16.3,21.4
"11371",2010,2,17,10.7,19.2
"11611",2010,2,18,12.1,20.8
"11851",2010,2,19,12.1,21.1
"12091",2010,2,20,19.5,20.9
"12331",2010,2,21,21.1,21.5
"12571",2010,2,22,20.6,22.1
"12811",2010,2,23,22.9,22.4
"13051",2010,2,24,23.5,23.3
"13291",2010,2,25,12.7,21.9
"13531",2010,2,26,9.9,21.4
"13771",2010,2,27,17.6,20.9
"14011",2010,2,28,12.1,20.8
"14251",2010,3,1,12.7,20.9
"14491",2010,3,2,21.9,21.4
"14731",2010,3,3,15,20.8
"14971",2010,3,4,11.8,19.3
"15211",2010,3,5,8.8,18.9
"15451",2010,3,6,13.1,19.3
"15691",2010,3,7,14.3,19.3
"15931",2010,3,8,17,19.8
"16171",2010,3,9,20.4,20.9
"16411",2010,3,10,21.6,21
"16651",2010,3,11,22.6,21.1
"1688",2010,3,12,23.2,21.4
"1712",2010,3,13,19.4,20.8
"1736",2010,3,14,21,20.1
"1760",2010,3,15,18.3,20.4
"1784",2010,3,16,14.9,20.4
"1808",2010,3,17,17,20.5
"1832",2010,3,18,16.2,20.3
"1856",2010,3,19,14.4,19.7
"1880",2010,3,20,19.6,20.4
"1904",2010,3,21,23.3,22.4
"1928",2010,3,22,18.3,22.8
"1952",2010,3,23,18.1,22.2
"1976",2010,3,24,18.5,21.6
"2000",2010,3,25,21.5,21.8
"2024",2010,3,26,23.4,22.1
"2048",2010,3,27,19.7,22.4
"2072",2010,3,28,23.2,22.6
"2096",2010,3,29,23.7,22.8
"2120",2010,3,30,15.9,20.9
"2144",2010,3,31,16,20.8
"2168",2010,4,1,18.3,21.7
"2192",2010,4,2,21.4,22.1
"2216",2010,4,3,21.9,22.1
"2240",2010,4,4,22.3,22.9
"2264",2010,4,5,22.5,23.2
"2288",2010,4,6,22.6,23.2
"2312",2010,4,7,23.2,23.6
"2336",2010,4,8,23.7,24
"2360",2010,4,9,24.3,24.2
"2384",2010,4,10,24.5,24.1
"2408",2010,4,11,24,24.5
"2432",2010,4,12,23.3,24.2
"2456",2010,4,13,23.5,24.5
"2480",2010,4,14,23.5,24.4
"2504",2010,4,15,22.7,24.2
"2528",2010,4,16,22.6,24
"2552",2010,4,17,23.1,24.4
"2576",2010,4,18,22.4,24.3
"2600",2010,4,19,22.5,24.2
"2624",2010,4,20,21.6,24.4
"2648",2010,4,21,23.7,24.5
"2672",2010,4,22,20.7,24.1
"2696",2010,4,23,23.8,24.7
"2720",2010,4,24,24.2,25
"2744",2010,4,25,24.8,24.9
"2768",2010,4,26,25.5,25
"2792",2010,4,27,21.6,24.5
"2816",2010,4,28,22.6,24.9
"2840",2010,4,29,24.3,24.9
"2864",2010,4,30,24.2,24.9
"2888",2010,5,1,25.4,25
"2912",2010,5,2,25.7,25.6
"29361",2010,5,3,25.6,25.7
"29601",2010,5,4,25.7,26.1
"29841",2010,5,5,26.2,26.4
"30081",2010,5,6,26.2,26.7
"30321",2010,5,7,26.4,26.7
"30561",2010,5,8,26.9,27.2
"30801",2010,5,9,25,27.3
"31041",2010,5,10,26.5,27.6
"31281",2010,5,11,26.8,27.3
"31521",2010,5,12,25.5,27.1
"31761",2010,5,13,25.5,27
"32001",2010,5,14,25.5,26.8
"32241",2010,5,15,26,26.9
"32481",2010,5,16,26.2,26.9
"3271",2010,5,17,26.4,27
"3295",2010,5,18,27.1,27
"33191",2010,5,19,26.8,27.2
"33431",2010,5,20,25.3,27
"3365",2010,5,21,26.3,27.3
"3388",2010,5,22,25.8,27.3
"3412",2010,5,23,26.4,27.2
"3436",2010,5,24,26.2,27
"3460",2010,5,25,26.1,27.4
"3484",2010,5,26,23.9,27.3
"35081",2010,5,27,26.3,27.4
"3532",2010,5,28,26,26.8
"3556",2010,5,29,26.6,27.2
"3580",2010,5,30,30,27.5
"3604",2010,5,31,27.8,28.1
"3628",2010,6,1,27.2,27.9
"3651",2010,6,2,27.8,28
"3675",2010,6,3,28,28.1
"3699",2010,6,4,27.7,28.7
"3723",2010,6,5,28.5,28.7
"37471",2010,6,6,28.7,28.8
"3771",2010,6,7,27.8,28.7
"3795",2010,6,8,28.7,28.8
"3819",2010,6,9,28.6,29
"3843",2010,6,10,28.7,29.3
"3867",2010,6,11,29.2,29.3
"3891",2010,6,12,29.2,30
"3915",2010,6,13,29.1,29.8
"3939",2010,6,14,29.1,29.8
"3963",2010,6,15,29.4,30.4
"39871",2010,6,16,29.4,30.3
"4011",2010,6,17,29.5,29.9
"40351",2010,6,18,29.5,30.5
"4058",2010,6,19,29.4,30.4
"40821",2010,6,20,29.2,30.1
"41061",2010,6,21,28.9,30.5
"41301",2010,6,22,29.2,29.9
"41541",2010,6,23,28.9,30
"41781",2010,6,24,28.8,29.8
"42021",2010,6,25,28.9,29.7
"42251",2010,6,26,28.7,29.7
"4249",2010,6,27,28.8,29.6
"4273",2010,6,28,28.9,29.5
"4296",2010,6,29,29.1,29.6
"4319",2010,6,30,28.9,29.5
"43401",2010,7,1,29,29.6
"4361",2010,7,2,28.8,29.6
"4384",2010,7,3,28.4,29.6
"4407",2010,7,4,28.5,29.7
"4428",2010,7,5,26.3,29.5
"4451",2010,7,6,28.4,29
"4475",2010,7,7,28.7,29.2
"4499",2010,7,8,28.3,29.6
"4523",2010,7,9,28.2,29.7
"45461",2010,7,10,29.1,29.6
"4569",2010,7,11,28.2,29.6
"4593",2010,7,12,28.1,29.9
"4617",2010,7,13,28.7,29.8
"4641",2010,7,14,26.9,30.4
"4665",2010,7,15,29.5,30
"4689",2010,7,16,28.1,29.5
"4713",2010,7,17,28.8,29.2
"4736",2010,7,18,29,29.1
"4760",2010,7,19,28.7,29.2
"4784",2010,7,20,28.9,29.3
"4807",2010,7,21,28.5,29.1
"4831",2010,7,22,28.5,29
"4855",2010,7,23,27.2,28.9
"4879",2010,7,24,28.7,28.9
"4903",2010,7,25,28.4,29.2
"49261",2010,7,26,28.6,29.2
"49501",2010,7,27,28.5,29.4
"49741",2010,7,28,28.7,29.2
"49981",2010,7,29,28.6,29.3
"5021",2010,7,30,28.1,29.4
"5045",2010,7,31,28.6,29.4
"5069",2010,8,1,28.8,29.7
"5092",2010,8,2,29.4,30
"5116",2010,8,3,28.8,29.7
"5140",2010,8,4,28.9,29.8
"5164",2010,8,5,25.8,30
"51881",2010,8,6,29.1,29.9
"5212",2010,8,7,29.2,30
"5236",2010,8,8,29.4,30
"5260",2010,8,9,27.1,29.9
"5284",2010,8,10,28.2,29.7
"5308",2010,8,11,28.5,29.3
"5332",2010,8,12,29.3,29.9
"5356",2010,8,13,28.8,30
"5380",2010,8,14,29.8,30.1
"5404",2010,8,15,29.5,30.2
"54271",2010,8,16,29,30.4
"5451",2010,8,17,29.1,30.2
"5475",2010,8,18,29.3,30.2
"5499",2010,8,19,29.5,30.3
"5523",2010,8,20,29.7,30.7
"5547",2010,8,21,29,30.4
"5571",2010,8,22,28.6,30.6
"5595",2010,8,23,29.2,30.4
"5619",2010,8,24,29.6,30.1
"5643",2010,8,25,29.2,30.3
"56671",2010,8,26,27.7,30.3
"5691",2010,8,27,29.6,30.5
"5715",2010,8,28,29.4,30.6
"5739",2010,8,29,29.4,30.5
"5763",2010,8,30,29.1,30.3
"5787",2010,8,31,28.7,29.7
"5810",2010,9,1,28.9,29.7
"5834",2010,9,2,27.2,29.8
"5858",2010,9,3,29,29.9
"5882",2010,9,4,26.8,29.8
"59061",2010,9,5,28.4,29.7
"5930",2010,9,6,28.3,29.9
"5954",2010,9,7,28.1,30.1
"5978",2010,9,8,26.6,29.8
"6002",2010,9,9,28.4,29.8
"6026",2010,9,10,29.3,29.8
"6050",2010,9,11,29.2,29.8
"6074",2010,9,12,29.2,30
"6097",2010,9,13,29.1,30
"6121",2010,9,14,29.3,30
"61451",2010,9,15,29.1,29.8
"6169",2010,9,16,28,29.6
"6193",2010,9,17,28.7,29.7
"6217",2010,9,18,26.8,29.5
"6241",2010,9,19,28.1,28.7
"6264",2010,9,20,27.8,29
"6288",2010,9,21,28.1,29.1
"6312",2010,9,22,28.5,29.1
"6336",2010,9,23,28.1,29.2
"6360",2010,9,24,28.3,28.7
"63841",2010,9,25,28.3,29.1
"6408",2010,9,26,26.6,29.1
"6432",2010,9,27,28.6,29.1
"6456",2010,9,28,28.4,29.1
"6480",2010,9,29,26.2,28.9
"6504",2010,9,30,25.3,28.8
"6528",2010,10,1,24.6,28.7
"6552",2010,10,2,25.5,28.9
"6576",2010,10,3,26.2,28.7
"6600",2010,10,4,24.9,28.7
"66241",2010,10,5,24.6,28.5
"6648",2010,10,6,25,27.7
"6672",2010,10,7,21.5,25.4
"6696",2010,10,8,22.7,27.1
"6720",2010,10,9,24.4,27.8
"6744",2010,10,10,24.1,28.1
"6768",2010,10,11,26.4,27.8
"6792",2010,10,12,27.2,27.8
"6816",2010,10,13,26.9,27.9
"6840",2010,10,14,26.1,28
"68641",2010,10,15,23.6,27.4
"6888",2010,10,16,23.1,27.5
"6912",2010,10,17,24.3,27.3
"6936",2010,10,18,25.8,26.8
"6960",2010,10,19,26.4,26.6
"6984",2010,10,20,24.9,27.7
"7008",2010,10,21,24.5,27.6
"7032",2010,10,22,26.7,27.4
"7056",2010,10,23,26.2,27.3
"7080",2010,10,24,26.7,27.1
"71041",2010,10,25,26.9,27.5
"7128",2010,10,26,27,27.5
"7152",2010,10,27,27.5,27.5
"7176",2010,10,28,27.3,27.6
"7200",2010,10,29,25.8,27.7
"7224",2010,10,30,27,27.7
"7248",2010,10,31,26.9,27.9
"7272",2010,11,1,27,27.7
"7296",2010,11,2,26.3,27.4
"7320",2010,11,3,24.2,27.4
"73441",2010,11,4,25.6,27.1
"7368",2010,11,5,20.9,27
"7392",2010,11,6,16.3,26.5
"7416",2010,11,7,14.3,24.7
"7440",2010,11,8,18,25.4
"7464",2010,11,9,19,24.9
"7488",2010,11,10,19.4,25.9
"7512",2010,11,11,20.7,25.6
"7536",2010,11,12,19.6,24.9
"7560",2010,11,13,19.7,25.4
"75841",2010,11,14,20.6,25.3
"7608",2010,11,15,22.8,24.9
"7632",2010,11,16,24.7,25.3
"7656",2010,11,17,25.4,25.9
"7680",2010,11,18,23.6,26.2
"77041",2010,11,19,24.2,25.5
"77282",2010,11,20,24.2,25.2
"77522",2010,11,21,24.8,25.3
"77762",2010,11,22,25,25.2
"78002",2010,11,23,24.7,25.5
"78243",2010,11,24,24.9,25.6
"78482",2010,11,25,24.8,25.7
"78722",2010,11,26,24.9,25.8
"78962",2010,11,27,23.7,26.1
"79202",2010,11,28,24.9,26.1
"79442",2010,11,29,25,25.9
"79681",2010,11,30,25.4,25.7
"7986",2010,12,1,25,25.7
"8010",2010,12,2,16.1,24.8
"8034",2010,12,3,14.9,24.3
"8058",2010,12,4,17.5,24
"8082",2010,12,5,18,24.2
