"YYYY","MM","DD","ATMP","WTMP"
"44052",2015,7,3,28.8,29.4
"44292",2015,7,4,28.9,29.6
"44532",2015,7,5,28.8,29.8
"44772",2015,7,6,28.6,29.7
"45012",2015,7,7,28.7,29.7
"45252",2015,7,8,28.6,29.7
"45492",2015,7,9,28.5,29.8
"45732",2015,7,10,28.7,29.6
"45972",2015,7,11,28.5,29.3
"46212",2015,7,12,28.3,29.8
"46452",2015,7,13,28.3,29.6
"46692",2015,7,14,28.4,29.7
"46932",2015,7,15,28.3,29.7
"47171",2015,7,16,28.7,29.7
"47411",2015,7,17,28.6,29.9
"47651",2015,7,18,28.9,30.2
"47891",2015,7,19,29,30.1
"48131",2015,7,20,28.6,30.2
"48371",2015,7,21,28.9,30.2
"48611",2015,7,22,28.9,30.4
"48851",2015,7,23,28.8,30.4
"49091",2015,7,24,28.9,30.8
"49331",2015,7,25,28.3,30.7
"49571",2015,7,26,29.2,30.4
"49811",2015,7,27,29.6,30.3
"50051",2015,7,28,29.1,30.3
"50291",2015,7,29,28.9,30.2
"50531",2015,7,30,28.6,30.6
"50771",2015,7,31,29.9,30.6
"51011",2015,8,1,29.2,30.4
"51251",2015,8,2,29.5,30.3
"51491",2015,8,3,28.6,30.5
"51731",2015,8,4,29.1,30.4
"51971",2015,8,5,29.2,30.6
"52211",2015,8,6,29.6,30.6
"52451",2015,8,7,29.3,30.6
"52691",2015,8,8,29,30.6
"52931",2015,8,9,27.5,30.2
"53172",2015,8,10,29.1,30.3
"53412",2015,8,11,29.3,30.3
"53652",2015,8,12,29.3,30.9
"53892",2015,8,13,29.4,30.4
"54132",2015,8,14,29.6,30.6
"54372",2015,8,15,28.4,30.4
"54612",2015,8,16,29.3,30.6
"54852",2015,8,17,29.3,30.7
"55092",2015,8,18,29.2,30.3
"55332",2015,8,19,29.5,30.2
"55572",2015,8,20,29.6,30.4
"55812",2015,8,21,29.7,30.5
"56052",2015,8,22,29.6,30.6
"56292",2015,8,23,28.5,30.8
"56531",2015,8,24,28.2,30.9
"56771",2015,8,25,28.4,30.7
"57011",2015,8,26,28.1,30.8
"57251",2015,8,27,24.5,30.8
"57491",2015,8,28,29.3,30.7
"57731",2015,8,29,29.8,30.6
"57971",2015,8,30,28.2,30.6
"58211",2015,8,31,28.9,30.4
"58451",2015,9,1,29.3,30.4
"58691",2015,9,2,29.8,30.4
"58931",2015,9,3,29.4,30.6
"59171",2015,9,4,29.3,30.6
"59411",2015,9,5,29.4,30.7
"59651",2015,9,6,29,30.7
"59891",2015,9,7,29.5,30.7
"60131",2015,9,8,30,30.8
"60371",2015,9,9,30.1,30.9
"60611",2015,9,10,29.9,30.7
"60851",2015,9,11,29.6,30.9
"61091",2015,9,12,29.5,30.8
"61331",2015,9,13,29.2,30.7
"61571",2015,9,14,29.4,30.8
"61811",2015,9,15,25.8,30.5
"62051",2015,9,16,28,30.3
"62291",2015,9,17,28.9,29.9
"62531",2015,9,18,28.2,29.9
"62771",2015,9,19,28.3,30
"63011",2015,9,20,28.6,30.1
"63252",2015,9,21,28.9,30.3
"63492",2015,9,22,29,30.5
"63731",2015,9,23,28.3,30.3
"63971",2015,9,24,26.3,30.1
"64211",2015,9,25,28.8,30
"64451",2015,9,26,28.6,29.8
"64691",2015,9,27,28.9,30.2
"64931",2015,9,28,28.4,29.8
"65171",2015,9,29,26.6,30
"65411",2015,9,30,28.2,30
"65651",2015,10,1,26.4,29.8
"65891",2015,10,2,26.4,29.6
"66131",2015,10,3,26.3,29.1
"66371",2015,10,4,27.3,28.9
"66611",2015,10,5,26.8,28.8
"66851",2015,10,6,26.9,28.5
"67091",2015,10,7,27,28.4
"67331",2015,10,8,28.3,28.8
"67571",2015,10,9,28.3,29.1
"67811",2015,10,10,28.3,29.1
"68051",2015,10,11,27.5,29.1
"68291",2015,10,12,27,29.3
"68531",2015,10,13,27.2,29.2
"68771",2015,10,14,27.9,29.2
"69011",2015,10,15,27.8,29
"69251",2015,10,16,28,28.9
"69491",2015,10,17,27.5,28.4
"69731",2015,10,18,25.8,28.2
"69971",2015,10,19,26.5,27.5
"70211",2015,10,20,26.5,27.2
"70451",2015,10,21,26.9,27.3
"70691",2015,10,22,27.1,27.3
"70931",2015,10,23,26.8,26.4
"71171",2015,10,24,26.5,26.7
"71411",2015,10,25,26.8,26.4
"71651",2015,10,26,26.6,26.2
"71891",2015,10,27,26.7,26.9
"72131",2015,10,28,25.4,27.5
"72371",2015,10,29,26.9,27.5
"72611",2015,10,30,25.8,27.7
"72851",2015,10,31,27.5,27.9
"73091",2015,11,1,27.5,28
"73331",2015,11,2,27.5,28
"73571",2015,11,3,27.4,27.9
"73811",2015,11,4,27.8,27.9
"74051",2015,11,5,27.4,27.9
"74291",2015,11,6,27.2,27.7
"74531",2015,11,7,27.6,27.7
"74771",2015,11,8,27.5,27.7
"75011",2015,11,9,27.7,27.8
"75251",2015,11,10,27.5,27.8
"75491",2015,11,11,27,27.8
"75731",2015,11,12,27.9,28
"7597",2015,11,13,27.6,28
"7621",2015,11,14,26.2,27.7
"7638",2015,11,15,26.8,27.5
"76811",2015,11,17,26.4,27.2
"77051",2015,11,18,27.3,27.1
"7729",2015,11,19,27.1,27.1
"7753",2015,11,20,26.9,27.1
"7774",2015,11,21,26.6,27.2
"7795",2015,11,22,25.1,27.1
"7819",2015,11,23,21.1,26.6
"7843",2015,11,24,23.6,26.6
"7867",2015,11,25,23.8,26.5
"7891",2015,11,26,25.4,26.3
"7915",2015,11,27,25.4,26.2
"7939",2015,11,28,25,26.3
"7963",2015,11,29,21.8,26.5
"7984",2015,11,30,25.9,27.2
"8008",2015,12,1,26.1,27.1
"8032",2015,12,2,26.7,27.1
"8053",2015,12,3,26.2,26.9
"8071",2015,12,4,22.1,26.7
"8087",2015,12,5,24.3,26.8
"81081",2015,12,6,25.8,25.8
"81221",2015,12,7,24.2,25.8
"81441",2015,12,8,22.4,26.2
"81651",2015,12,9,24.6,25
"8212",2015,12,11,23.3,26.2
"8236",2015,12,12,25.4,24.8
"82582",2015,12,13,25.6,25.7
"8281",2015,12,14,26,25.7
"83081",2015,12,16,25.9,26.2
"83271",2015,12,17,26.2,26.1
"8344",2015,12,18,26.4,26.2
"8365",2015,12,19,20.4,25.9
"8389",2015,12,20,23,25.5
"84051",2015,12,21,25.4,24.1
"84181",2015,12,22,25.9,26.3
"84341",2015,12,23,26.4,26.6
"8455",2015,12,24,26.4,26.6
"8478",2015,12,25,26.4,26.5
"8499",2015,12,26,26.1,26.5
"8523",2015,12,27,25.7,26.4
"85471",2015,12,28,26.2,26.3
"8571",2015,12,29,26.3,26.2
"85942",2015,12,30,26.3,26.6
"86182",2015,12,31,26.1,26.5
"1418",2016,1,1,26.1,26.5
"37",2016,1,2,24.7,26.6
"75",2016,1,4,18.4,26.5
"99",2016,1,5,18.4,25.7
"123",2016,1,6,20.6,24.6
"1471",2016,1,7,17.3,25.5
"171",2016,1,8,24.9,25.6
"195",2016,1,9,24.6,25.6
"218",2016,1,10,25,25.7
"242",2016,1,11,17.2,25.1
"266",2016,1,12,17.8,25.4
"290",2016,1,13,18,25.2
"314",2016,1,14,18.9,25.5
"337",2016,1,15,24.7,25.3
"361",2016,1,16,20.5,25.2
"3851",2016,1,17,26.5,25.4
"409",2016,1,18,14.2,24.3
"433",2016,1,19,14.2,22.9
"457",2016,1,20,14.2,21.4
"481",2016,1,21,21.2,24.4
"505",2016,1,22,23.6,24.5
"529",2016,1,23,19,24.3
"553",2016,1,24,10.8,23.8
"577",2016,1,25,14.3,23.9
"601",2016,1,26,23.3,23.7
"6252",2016,1,27,24.9,24.1
"647",2016,1,28,25,24.1
"671",2016,1,29,18.4,23.8
"695",2016,1,30,16,23.7
"719",2016,1,31,22.5,23.8
"766",2016,2,2,24.5,24.3
"790",2016,2,3,24.7,24.3
"814",2016,2,4,24.6,25.2
"838",2016,2,5,15.6,24.8
"8622",2016,2,6,23.1,24.6
"886",2016,2,7,14.7,23.8
"910",2016,2,8,12.4,23.6
"934",2016,2,9,17.7,23.7
"958",2016,2,10,15.9,23.5
"982",2016,2,11,12.3,23.5
"1006",2016,2,12,17.1,24.6
"1030",2016,2,13,17.8,22.7
"1040",2016,2,24,25.3,24.2
"1064",2016,2,25,18.3,24.5
"1088",2016,2,26,15.1,23.3
"1112",2016,2,27,12.5,22.1
"1136",2016,2,28,20.8,22.5
"1160",2016,2,29,21.8,23.7
"1184",2016,3,1,20.4,23.5
"1208",2016,3,2,21.8,23.5
"1232",2016,3,3,21.9,24.6
"1256",2016,3,4,22.9,23.7
"1280",2016,3,5,20.7,23.4
"1304",2016,3,6,19.9,23
"1328",2016,3,7,21.7,22.5
"1352",2016,3,8,22.8,23.3
"1376",2016,3,9,23.1,23.1
"1400",2016,3,10,23.5,23.1
"1424",2016,3,11,23.3,23.1
"1448",2016,3,12,24,23.2
"1472",2016,3,13,24.2,23.5
"1496",2016,3,14,24.6,23.3
"1519",2016,3,15,24.3,23.7
"1543",2016,3,16,23.5,25.4
"1567",2016,3,17,25.5,25.4
"15871",2016,3,18,25.2,25.7
"15951",2016,3,19,25.8,25.8
"1603",2016,3,20,25.5,25.8
"16172",2016,3,21,19.2,24.8
"16412",2016,3,22,16.8,24.2
"1662",2016,3,23,23,24.6
"1686",2016,3,24,24.3,24.8
"1722",2016,3,27,25.7,25.3
"1728",2016,3,28,25.7,25.4
"1741",2016,3,30,24.6,26.3
"1756",2016,3,31,25.7,25.8
"1779",2016,4,1,26.2,26
"17909",2016,4,2,26.2,26
"1819",2016,4,4,24.7,25.9
"18341",2016,4,5,22.5,25.7
"18561",2016,4,6,24.4,25.2
"1873",2016,4,7,25,25.5
"1893",2016,4,8,22.4,25.3
"19161",2016,4,9,21.5,25.1
"1939",2016,4,10,22.5,24.6
"1963",2016,4,11,23.9,25
"1987",2016,4,12,24.4,24.8
"2008",2016,4,13,24.3,24.8
"2025",2016,4,14,25,25.4
"2045",2016,4,15,25.3,25.2
"20614",2016,4,16,25.1,25.4
"2082",2016,4,17,23.7,25.2
"2106",2016,4,18,23.5,25
"2130",2016,4,19,23.7,24.9
"2154",2016,4,20,23.9,24.6
"2176",2016,4,21,24,25.1
"2200",2016,4,22,24.9,25.4
"22213",2016,4,23,24.9,25.4
"22422",2016,4,24,22,24.9
"2265",2016,4,25,25,25.7
"2287",2016,4,26,24.9,25.5
"2310",2016,4,27,25.1,26.3
"2332",2016,4,28,25.8,26.4
"2344",2016,4,29,26,26.4
"2359",2016,4,30,24.8,27
"2375",2016,5,1,25.9,27.1
"2424",2016,5,5,23.3,26
"2448",2016,5,6,22.7,25.6
"2472",2016,5,7,20.2,25.2
"2496",2016,5,8,24.9,25.8
"2520",2016,5,9,24.5,25.5
"25441",2016,5,10,25.6,25.7
"2565",2016,5,11,26,25.9
"2586",2016,5,12,26,26
"26041",2016,5,13,25.2,26.5
"26264",2016,5,14,26.3,26.4
"2646",2016,5,15,25.5,26.5
"2685",2016,5,19,26.9,26.8
"2703",2016,5,20,27.7,26.9
"27224",2016,5,21,27.8,27.7
"2737",2016,5,22,27.2,27.5
"2755",2016,5,23,26.5,27.3
"27747",2016,5,25,27.4,28.1
"27891",2016,5,26,26.3,27.7
"2806",2016,5,27,26.8,27.8
"2823",2016,5,28,26.5,28
"2837",2016,5,29,28,28.7
"28467",2016,5,30,27.6,28.2
"2861",2016,6,1,27.7,28.2
"2879",2016,6,3,28.3,28.1
"2887",2016,6,4,28.5,28.8
"29186",2016,6,7,28.6,28.5
"29721",2016,6,13,28.2,28.6
"2981",2016,6,14,30,28.7
"2995",2016,6,18,29,27.9
"30091",2016,6,22,28.4,28.1
"3017",2016,6,24,28.1,29
"3041",2016,6,30,29,29.4
"30571",2016,7,6,29.6,29.7
"30802",2016,7,16,29.3,29.7
"3095",2016,7,18,29.4,29.5
"31042",2016,7,19,29.3,29.5
"3136",2016,7,23,28.5,29.5
"31801",2016,8,3,28.6,29.5
"3199",2016,8,4,29.4,29.5
"3219",2016,8,5,29.2,29.4
"3234",2016,8,6,28.9,29.5
"32482",2016,8,7,29.4,29.6
"3280",2016,8,16,29.3,29.5
"3352",2016,9,1,29.4,29.4
"33711",2016,9,2,29.4,29.4
"3382",2016,9,3,29.3,29.1
"35082",2016,9,23,28.5,29.6
"3528",2016,9,24,29.7,29.8
"35481",2016,9,25,26.9,29.8
"3704",2016,10,13,24.6,28.5
"37271",2016,10,17,27.4,28.4
"37491",2016,10,18,27.4,27.8
"37731",2016,10,19,27.3,27.9
"3796",2016,10,20,25.1,28
"38191",2016,10,21,24.1,28.2
"38431",2016,10,22,22.7,28.1
"38671",2016,10,23,21.9,27.4
"38911",2016,10,24,23.8,27.7
"3938",2016,10,26,26.2,27.9
"3959",2016,10,27,25.7,26.3
"39821",2016,10,28,26.1,27.7
"4006",2016,10,29,26.8,27.2
"4030",2016,10,30,27,26.9
"4053",2016,10,31,26.8,27.2
"4077",2016,11,1,26.1,27.1
"4101",2016,11,2,26.6,27.1
"4125",2016,11,3,26.4,27.3
"4149",2016,11,4,23.6,27.5
"4173",2016,11,5,23.3,27.4
"4197",2016,11,6,25.4,26.9
"42214",2016,11,7,24.2,26.9
"4245",2016,11,8,25.1,27.1
"4269",2016,11,9,24.8,26.4
"4284",2016,11,10,24,27.2
"4307",2016,11,11,23.1,27.2
"43303",2016,11,12,21.8,27.2
"4353",2016,11,13,25,27.1
"43761",2016,11,14,25.6,26.8
"4396",2016,11,15,23.7,27.3
"4414",2016,11,16,19.9,26.9
"4438",2016,11,17,21.6,26.9
"44614",2016,11,18,24.2,27
"4485",2016,11,19,21.9,26.9
"45081",2016,11,20,19.5,26.6
"45321",2016,11,21,17.9,26.5
"4554",2016,11,22,20.7,26.5
"4577",2016,11,23,24.6,26
"4599",2016,11,24,25.1,26
"46225",2016,11,25,25.1,26
"46423",2016,11,26,23.1,26.4
"4661",2016,11,27,21,26.1
"4683",2016,11,28,24.6,25.4
"47042",2016,11,29,25.3,26.1
"4727",2016,11,30,25.4,26
"4749",2016,12,1,26.1,26
"47892",2016,12,3,25,26.1
"48121",2016,12,4,25.1,26.2
"48343",2016,12,5,26.2,26.2
"4857",2016,12,6,26.2,26.2
"4891",2016,12,8,25.3,26.2
"49081",2016,12,9,21.1,25.9
"49321",2016,12,10,20.7,25.5
"49481",2016,12,11,24.3,25.1
"4971",2016,12,12,26.2,25.9
"50041",2016,12,15,22.2,25.8
"5018",2016,12,16,24.2,25.2
"5037",2016,12,17,25.4,25.9
"50521",2016,12,18,26.5,25.9
"5065",2016,12,19,26.4,26.1
"5082",2016,12,20,25.8,25.9
"5099",2016,12,21,22.2,26.1
"51161",2016,12,22,21.1,26.3
"5134",2016,12,23,25,26
"51561",2016,12,24,25.5,26
"5177",2016,12,25,25.4,26
"51911",2016,12,26,25.3,26.2
"52121",2016,12,27,24.7,26.1
"5227",2016,12,28,24.9,25.6
"52441",2016,12,29,24.8,25.6
"5258",2016,12,30,17.9,25.3
"5282",2016,12,31,21.9,25.5
"31",2017,1,5,21.3,24.5
"69",2017,1,9,16,24.7
"841",2017,1,10,21,22.6
"95",2017,1,11,21.4,24.1
"105",2017,1,12,23.3,24.5
"115",2017,1,13,23.6,24.9
"130",2017,1,14,23.6,24.6
"1432",2017,1,15,24,24.5
"160",2017,1,16,23.8,24.5
"172",2017,1,17,24.1,24.7
"185",2017,1,18,24.2,25.2
"192",2017,1,19,21.8,24.7
"234",2017,1,24,19.7,22.6
"2521",2017,1,26,24.2,23.5
"263",2017,1,28,16.6,22.9
"293",2017,1,31,15.6,23.2
"307",2017,2,1,19.3,22.8
"339",2017,2,8,24.7,24.3
"3481",2017,2,10,21.2,24
"3611",2017,2,11,22.4,23.2
"376",2017,2,12,23.2,24
"392",2017,2,15,24.4,23.9
"397",2017,2,16,22.3,23.6
"408",2017,2,17,16.8,22.7
"417",2017,2,19,24.8,24.3
"458",2017,2,26,20.7,23.3
"4751",2017,2,27,24.5,24
"490",2017,2,28,25,24.4
"513",2017,3,1,25,24.6
"532",2017,3,2,25.4,24.8
"5532",2017,3,3,21.5,24.7
"5772",2017,3,4,22.3,24.1
"600",2017,3,5,22,24.7
"6242",2017,3,6,21.9,24.2
"645",2017,3,7,22.6,25
"6663",2017,3,8,23.2,25
"685",2017,3,9,23.7,24.6
"704",2017,3,10,24.5,24.7
"725",2017,3,11,20.3,24.7
"8022",2017,3,15,16.2,23.8
"823",2017,3,16,13.9,22.8
"846",2017,3,17,17.3,22.7
"870",2017,3,18,21.8,23.8
"891",2017,3,19,18.8,23.3
"9101",2017,3,20,21.3,22.9
"932",2017,3,21,21.9,22.9
"953",2017,3,22,20.4,23.4
"975",2017,3,23,20.4,23.8
"987",2017,3,24,23,24
"1008",2017,3,25,23.5,24.2
"1031",2017,3,26,23.5,24.6
"1051",2017,3,27,24,25.1
"1073",2017,3,28,23.1,25.6
"1090",2017,3,29,24.3,25.4
"11061",2017,3,30,23.9,25.6
"1130",2017,3,31,24.9,25.4
"11521",2017,4,1,26,25.8
"1181",2017,4,3,25.7,26.1
"12131",2017,4,5,25.8,26.1
"1225",2017,4,6,26,26.1
"1246",2017,4,7,19.5,24.7
"1270",2017,4,8,17.6,24.5
"1293",2017,4,9,21.5,24.8
"1317",2017,4,10,24.2,25.1
"13414",2017,4,11,24.1,25.4
"1363",2017,4,12,24.6,25.5
"1385",2017,4,13,23.9,25.5
"1408",2017,4,14,23.9,25.3
"14309",2017,4,15,24.4,25.3
"14523",2017,4,16,24.1,25.5
"14764",2017,4,17,24.3,25.6
"1517",2017,4,19,24.5,25.4
"1533",2017,4,20,24.5,25.6
"1555",2017,4,21,23.8,25.3
"15711",2017,4,22,24.7,25.3
"15872",2017,4,23,25.1,25.8
"1610",2017,4,24,23.4,25.5
"1634",2017,4,25,23.4,24.6
"1658",2017,4,26,25.2,25.2
"1679",2017,4,27,26.1,25.5
"1703",2017,4,28,26.2,25.9
"1726",2017,4,29,26.2,26.1
"1750",2017,4,30,25.9,26.3
"1789",2017,5,2,26.6,26.1
"18081",2017,5,3,27.2,26.6
"1831",2017,5,4,26.1,26.6
"1853",2017,5,5,26.7,26.4
"1877",2017,5,6,20,25.8
"1901",2017,5,7,21.3,25.1
"1919",2017,5,8,22.7,25.5
"1941",2017,5,9,24.6,26.4
"1965",2017,5,10,25.6,26.4
"1985",2017,5,11,25.4,26.5
"20069",2017,5,12,25.6,26.4
"2043",2017,5,14,26.7,26.5
"20481",2017,5,15,24.5,26.3
"20521",2017,5,16,26.4,26.7
"2097",2017,5,20,27,27.1
"2119",2017,5,21,26.6,27
"2140",2017,5,22,26.9,27.3
"2164",2017,5,23,26.8,27.3
"2201",2017,5,25,27.6,26.9
"2224",2017,5,26,26.8,27.3
"2248",2017,5,27,28.1,28.1
"22692",2017,5,28,28,27.9
"22902",2017,5,29,28.4,28.1
"23101",2017,5,30,28.6,28.3
"23321",2017,5,31,28.3,28.3
"2353",2017,6,1,27.5,28.3
"2371",2017,6,2,27.8,28.5
"23881",2017,6,3,27.9,28.2
"24241",2017,6,5,28.2,27.9
"2446",2017,6,6,28.1,28.1
"2469",2017,6,7,24.2,27.7
"2490",2017,6,8,27.8,27.9
"2514",2017,6,9,27.5,27.6
"25332",2017,6,10,27.6,28.1
"25572",2017,6,11,28.4,27.8
"25812",2017,6,12,27.5,28.2
"26023",2017,6,13,27.8,28.6
"26265",2017,6,14,28.4,28.1
"26504",2017,6,15,27.9,28.2
"26745",2017,6,16,28.1,28.1
"26984",2017,6,17,28.6,28.2
"27225",2017,6,18,28.2,28.4
"27464",2017,6,19,28.4,28.2
"27703",2017,6,20,28.5,28.2
"27942",2017,6,21,28.2,28.3
"28182",2017,6,22,28.1,28.2
"28422",2017,6,23,28.2,28.2
"28641",2017,6,24,28.3,28.2
"2882",2017,6,25,28.1,28.4
"2905",2017,6,26,28.4,28.4
"2929",2017,6,27,28.6,28.7
"2953",2017,6,28,28.5,28.9
"29722",2017,6,29,28.7,29
"29962",2017,6,30,28.9,29
"30201",2017,7,1,28.8,28.9
"3043",2017,7,2,27.3,29.2
"30626",2017,7,3,28.8,29.3
"30866",2017,7,4,28.8,29.2
"31106",2017,7,5,28.7,29.3
"31346",2017,7,6,28.8,29.1
"31573",2017,7,7,28.9,29.3
"31813",2017,7,8,29,29.2
"32041",2017,7,9,28.5,29.4
"32281",2017,7,10,28.1,29.3
"32491",2017,7,11,29.1,29.2
"32731",2017,7,12,28.5,29
"32971",2017,7,13,28.8,29
"3320",2017,7,14,28.8,29
"3344",2017,7,15,29.1,29.4
"3368",2017,7,16,29.3,29.8
"33911",2017,7,17,28.3,29.8
"34151",2017,7,18,29.1,29.8
"3434",2017,7,19,29.5,30.1
"3456",2017,7,20,29.6,30.1
"3479",2017,7,21,29.2,29.9
"35014",2017,7,22,28.8,29.9
"3545",2017,7,25,29.4,29.9
"35591",2017,7,26,29.5,30.1
"3578",2017,7,27,29.2,30.2
"3592",2017,7,28,29.6,30.5
"36104",2017,7,29,29,30.6
"36441",2017,8,1,28.7,29.8
"36681",2017,8,2,29.8,29.9
"3691",2017,8,3,30,30.5
"3715",2017,8,4,29.5,30.3
"3739",2017,8,5,29.6,30.3
"3785",2017,8,7,29.4,30.1
"3809",2017,8,8,28.9,29.9
"3832",2017,8,9,29.3,29.8
"38504",2017,8,10,28.3,30.1
"3861",2017,8,11,30.2,30
"3875",2017,8,12,29.5,30.2
"38912",2017,8,13,29.5,30.3
"3914",2017,8,14,29.7,30.1
"3935",2017,8,15,29.7,30.3
"3952",2017,8,16,29.9,30.2
"3968",2017,8,17,29.9,30.4
"39831",2017,8,18,30,30.7
"3999",2017,8,19,29.8,30.1
"4074",2017,8,26,28.4,29.7
"40904",2017,8,27,28.3,29.7
"4215",2017,9,9,28.3,29.9
"42281",2017,9,10,25.4,29
"4247",2017,9,11,28,28.4
"4271",2017,9,12,28,28.3
"4295",2017,9,13,28.9,28.5
"4318",2017,9,14,28.8,28.8
"4342",2017,9,15,28.9,28.9
"4366",2017,9,16,28.9,29.4
"4390",2017,9,17,27.7,29.5
"4409",2017,9,18,27.2,29.6
"4445",2017,9,20,29.3,29.6
"44773",2017,9,24,28.4,29.5
"4486",2017,9,25,28.7,29.6
"4506",2017,9,26,26.3,29.7
"45223",2017,9,27,27.8,29.6
"45733",2017,10,1,28.7,29.4
"45943",2017,10,2,27.7,29.3
"4633",2017,10,4,27.4,28.9
"4653",2017,10,5,26.4,28.5
"4677",2017,10,6,28.5,28.4
"47001",2017,10,7,28.7,28.5
"4721",2017,10,8,28.8,28.7
"4743",2017,10,9,28.7,28.8
"47665",2017,10,10,28.5,28.8
"47881",2017,10,11,27.6,28.9
"4811",2017,10,12,25.8,28.8
"4835",2017,10,13,27.6,28.8
"48571",2017,10,14,28.4,28.8
"4876",2017,10,15,27.9,28.8
"48921",2017,10,16,28,28.9
"49161",2017,10,17,28.2,28.8
"49401",2017,10,18,25.3,28.7
"4963",2017,10,19,26,28.6
"4986",2017,10,20,27.7,28.6
"5010",2017,10,21,28.3,28.4
"5033",2017,10,22,28.1,28.4
"5057",2017,10,23,28.2,28.5
"50785",2017,10,24,28,28.5
"50991",2017,10,25,21.9,28.4
"5123",2017,10,26,19.1,27.4
"5147",2017,10,27,25,27.5
"51703",2017,10,28,26.6,27.6
"5193",2017,10,29,22.7,27.4
"5216",2017,10,30,17.5,27.1
"5240",2017,10,31,19,27.1
"5264",2017,11,1,22.5,27.2
"5287",2017,11,2,23.4,27.2
"5311",2017,11,3,23,26.8
"5335",2017,11,4,23,26.9
"5359",2017,11,5,23.1,27
"53821",2017,11,6,24.5,27
"54051",2017,11,7,24.7,27.1
"54241",2017,11,8,24.7,26.9
"5446",2017,11,9,26.6,26.9
"5470",2017,11,10,26.6,26.9
"5494",2017,11,11,25.9,26.6
"5517",2017,11,12,26.6,26.5
"5541",2017,11,13,26.7,26.8
"5565",2017,11,14,25.8,26.5
"5589",2017,11,15,22.2,26.5
"5613",2017,11,16,22.3,26.1
"56361",2017,11,17,22.1,26
"56601",2017,11,18,24.7,27
"5683",2017,11,19,22.8,26.5
"5706",2017,11,20,22,26.6
"5730",2017,11,21,25.9,26.4
"57532",2017,11,22,24.6,25.7
"57771",2017,11,23,26.2,26.4
"58011",2017,11,24,24.9,26.7
"58251",2017,11,25,20.6,26.6
"58491",2017,11,26,22.5,26.3
"58731",2017,11,27,23.8,26.1
"58971",2017,11,28,24.3,24.7
"59211",2017,11,29,25.4,25.8
"5944",2017,11,30,25.3,25.4
"5968",2017,12,1,25.3,25.1
"59911",2017,12,2,24.9,25.9
"60144",2017,12,3,24.9,25.8
"60384",2017,12,4,24.6,25.9
"60624",2017,12,5,25.2,25.9
"60864",2017,12,6,25.3,26.3
"61104",2017,12,7,25.9,26.4
"61332",2017,12,8,25.8,26.4
"6156",2017,12,9,26.1,26.4
"6180",2017,12,10,11.8,25
"6204",2017,12,11,12.8,23.6
"6228",2017,12,12,15,23.9
"62521",2017,12,13,14.7,24.9
"62741",2017,12,14,15.5,25
"62981",2017,12,15,19.2,25.2
"63221",2017,12,16,19.9,25.1
"63461",2017,12,17,24.3,25
"63701",2017,12,18,24.9,25.2
"63941",2017,12,19,24.7,25.1
"64171",2017,12,20,24.3,25.1
"64411",2017,12,21,23.5,25.4
"64601",2017,12,22,23.3,25.4
"64841",2017,12,23,24.5,25.3
"65071",2017,12,24,24.5,25.3
"65311",2017,12,25,23,25.3
"6551",2017,12,26,24.6,25.1
"6575",2017,12,27,24.7,24.9
"6599",2017,12,28,22,25.4
"66221",2017,12,29,21.8,25.6
"6645",2017,12,30,16.5,25.2
"6669",2017,12,31,17,25
"1419",2018,1,1,21,24.9
"3817",2018,1,2,14.4,24.6
"6218",2018,1,3,18.6,24.7
"85",2018,1,4,9.4,22
"109",2018,1,5,11,22.4
"133",2018,1,6,12,22.4
"157",2018,1,7,14.5,23.3
"1791",2018,1,8,22.5,23.4
"2031",2018,1,9,22,23.8
"2271",2018,1,10,23.7,23.9
"2512",2018,1,11,23.7,23.8
"2751",2018,1,12,24.5,23.9
"2991",2018,1,13,20.3,23.8
"322",2018,1,14,12.4,23.4
"346",2018,1,15,13.2,23.2
"369",2018,1,16,21.3,22.1
"393",2018,1,17,17.7,23
"4171",2018,1,18,9,22.7
"441",2018,1,19,12.7,21.9
"488",2018,1,21,22.6,22.8
"512",2018,1,22,23.2,23
"536",2018,1,23,23.7,23
"574",2018,1,25,22.6,23.1
"598",2018,1,26,22,22.7
"6221",2018,1,27,22.9,22.8
"672",2018,1,30,16.4,23.2
"718",2018,2,1,21.9,23.4
"760",2018,2,3,22.5,23.3
"784",2018,2,4,22.9,23.3
"8572",2018,2,12,24.7,24.1
"8701",2018,2,13,24.5,24.4
"888",2018,2,14,24.2,24.4
"912",2018,2,15,23.9,24.4
"929",2018,2,16,23.8,24.7
"952",2018,2,17,24.2,24.7
"9751",2018,2,18,24.3,24.5
"999",2018,2,19,23.8,24.6
"1023",2018,2,20,24.5,24.8
"10469",2018,2,21,24.7,25
"10671",2018,2,22,24.6,24.8
"10911",2018,2,23,24.6,25.1
"11062",2018,2,24,24.4,25.6
"1129",2018,2,25,24.6,25.5
"1145",2018,2,26,24.8,25.5
"1169",2018,2,27,23.2,25.5
"1193",2018,2,28,24.4,25.5
"1217",2018,3,1,24.2,25.3
"1241",2018,3,2,23.9,25.3
"1263",2018,3,3,19.5,24.9
"1287",2018,3,4,18.3,24.8
"13109",2018,3,5,17.8,24.2
"13349",2018,3,6,21.9,24.2
"13589",2018,3,7,24.1,24.7
"13791",2018,3,8,17.2,24.2
"14031",2018,3,9,13.9,23.8
"14271",2018,3,10,21.8,24.3
"14492",2018,3,11,23.7,24.5
"14721",2018,3,12,23.6,24.5
